"","USUBJID","SPREFID","DOSDUR","ROUTE","LBTESTCD","LBCAT","LBORRES","LBORRESU","LBDY","LBMETHOD","LBSPEC","SEX","INITBW","SPECIES","STRAIN","TRTV","START_YEAR","AGE","AGEU","anesthetics"
"116","Study-02-0007","Study-02","13 week","ORAL GAVAGE","K","CLINICAL CHEMISTRY",5.9,"mmol/l",22,"iBroker:K","SERUM","M",183,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"117","Study-02-0007","Study-02","13 week","ORAL GAVAGE","BW_D14","",270,"g",14,"","","M",183,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"118","Study-02-0007","Study-02","13 week","ORAL GAVAGE","BW_D28","",330,"g",28,"","","M",183,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"119","Study-02-0007","Study-02","13 week","ORAL GAVAGE","CA","CLINICAL CHEMISTRY",3,"mmol/l",22,"iBroker:Ca","SERUM","M",183,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"120","Study-02-0008","Study-02","13 week","ORAL GAVAGE","BW_D28","",311,"g",28,"","","M",178,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"121","Study-02-0008","Study-02","13 week","ORAL GAVAGE","SODIUM","CLINICAL CHEMISTRY",146,"mmol/l",22,"iBroker:Na","SERUM","M",178,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"122","Study-02-0008","Study-02","13 week","ORAL GAVAGE","BW_D1","",178,"g",1,"","","M",178,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"123","Study-02-0008","Study-02","13 week","ORAL GAVAGE","K","CLINICAL CHEMISTRY",7,"mmol/l",22,"iBroker:K","SERUM","M",178,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"124","Study-02-0008","Study-02","13 week","ORAL GAVAGE","CA","CLINICAL CHEMISTRY",2.97,"mmol/l",22,"iBroker:Ca","SERUM","M",178,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"125","Study-02-0008","Study-02","13 week","ORAL GAVAGE","RBC","HEMATOLOGY",8.21,"T/l",22,"iBroker:ERY","PLASMA","M",178,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"126","Study-02-0008","Study-02","13 week","ORAL GAVAGE","BW_D14","",264,"g",14,"","","M",178,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"127","Study-02-0009","Study-02","13 week","ORAL GAVAGE","BW_D14","",256,"g",14,"","","M",168,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"128","Study-02-0009","Study-02","13 week","ORAL GAVAGE","SODIUM","CLINICAL CHEMISTRY",144,"mmol/l",22,"iBroker:Na","SERUM","M",168,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"129","Study-02-0009","Study-02","13 week","ORAL GAVAGE","BW_D28","",306,"g",28,"","","M",168,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"130","Study-02-0009","Study-02","13 week","ORAL GAVAGE","BW_D1","",168,"g",1,"","","M",168,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"131","Study-02-0009","Study-02","13 week","ORAL GAVAGE","K","CLINICAL CHEMISTRY",6.9,"mmol/l",22,"iBroker:K","SERUM","M",168,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"132","Study-02-0009","Study-02","13 week","ORAL GAVAGE","RBC","HEMATOLOGY",8.04,"T/l",22,"iBroker:ERY","PLASMA","M",168,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"133","Study-02-0009","Study-02","13 week","ORAL GAVAGE","CA","CLINICAL CHEMISTRY",2.98,"mmol/l",22,"iBroker:Ca","SERUM","M",168,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"134","Study-02-0010","Study-02","13 week","ORAL GAVAGE","RBC","HEMATOLOGY",8.96,"T/l",22,"iBroker:ERY","PLASMA","M",174,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"135","Study-02-0010","Study-02","13 week","ORAL GAVAGE","BW_D28","",275,"g",28,"","","M",174,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"136","Study-02-0010","Study-02","13 week","ORAL GAVAGE","BW_D14","",239,"g",14,"","","M",174,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"137","Study-02-0010","Study-02","13 week","ORAL GAVAGE","BW_D1","",174,"g",1,"","","M",174,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"138","Study-02-0010","Study-02","13 week","ORAL GAVAGE","SODIUM","CLINICAL CHEMISTRY",147,"mmol/l",22,"iBroker:Na","SERUM","M",174,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"139","Study-02-0010","Study-02","13 week","ORAL GAVAGE","CA","CLINICAL CHEMISTRY",2.94,"mmol/l",22,"iBroker:Ca","SERUM","M",174,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"140","Study-02-0010","Study-02","13 week","ORAL GAVAGE","K","CLINICAL CHEMISTRY",6.5,"mmol/l",22,"iBroker:K","SERUM","M",174,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"141","Study-03-0001","Study-03","26 week","INTRAGASTRIC","BW_D1","",171,"g",1,"","","M",171,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"142","Study-03-0001","Study-03","26 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.41,"T/l",28,"iBroker:ERY","PLASMA","M",171,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"143","Study-03-0001","Study-03","26 week","INTRAGASTRIC","BW_D14","",253,"g",14,"","","M",171,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"144","Study-03-0001","Study-03","26 week","INTRAGASTRIC","BW_D28","",305,"g",28,"","","M",171,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"145","Study-03-0002","Study-03","26 week","INTRAGASTRIC","RBC","HEMATOLOGY",9.41,"T/l",28,"iBroker:ERY","PLASMA","M",197,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"146","Study-03-0002","Study-03","26 week","INTRAGASTRIC","BW_D1","",197,"g",1,"","","M",197,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"147","Study-03-0002","Study-03","26 week","INTRAGASTRIC","BW_D28","",303,"g",28,"","","M",197,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"148","Study-03-0002","Study-03","26 week","INTRAGASTRIC","BW_D14","",269,"g",14,"","","M",197,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"149","Study-03-0003","Study-03","26 week","INTRAGASTRIC","BW_D28","",306,"g",28,"","","M",183,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"150","Study-03-0003","Study-03","26 week","INTRAGASTRIC","BW_D14","",260,"g",14,"","","M",183,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"151","Study-03-0003","Study-03","26 week","INTRAGASTRIC","BW_D1","",183,"g",1,"","","M",183,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"152","Study-03-0003","Study-03","26 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.59,"T/l",28,"iBroker:ERY","PLASMA","M",183,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"153","Study-03-0004","Study-03","26 week","INTRAGASTRIC","BW_D14","",258,"g",14,"","","M",189,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"154","Study-03-0004","Study-03","26 week","INTRAGASTRIC","BW_D1","",189,"g",1,"","","M",189,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"155","Study-03-0004","Study-03","26 week","INTRAGASTRIC","BW_D28","",301,"g",28,"","","M",189,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"156","Study-03-0004","Study-03","26 week","INTRAGASTRIC","RBC","HEMATOLOGY",9.32,"T/l",28,"iBroker:ERY","PLASMA","M",189,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"157","Study-03-0005","Study-03","26 week","INTRAGASTRIC","BW_D1","",186,"g",1,"","","M",186,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"158","Study-03-0005","Study-03","26 week","INTRAGASTRIC","BW_D28","",287,"g",28,"","","M",186,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"159","Study-03-0005","Study-03","26 week","INTRAGASTRIC","BW_D14","",249,"g",14,"","","M",186,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"160","Study-03-0005","Study-03","26 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.86,"T/l",28,"iBroker:ERY","PLASMA","M",186,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"161","Study-03-0006","Study-03","26 week","INTRAGASTRIC","BW_D28","",267,"g",28,"","","M",179,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"162","Study-03-0006","Study-03","26 week","INTRAGASTRIC","RBC","HEMATOLOGY",9.81,"T/l",28,"iBroker:ERY","PLASMA","M",179,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"163","Study-03-0006","Study-03","26 week","INTRAGASTRIC","BW_D1","",179,"g",1,"","","M",179,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"164","Study-03-0006","Study-03","26 week","INTRAGASTRIC","BW_D14","",236,"g",14,"","","M",179,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"165","Study-03-0007","Study-03","26 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.12,"T/l",28,"iBroker:ERY","PLASMA","M",189,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"166","Study-03-0007","Study-03","26 week","INTRAGASTRIC","BW_D1","",189,"g",1,"","","M",189,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"167","Study-03-0007","Study-03","26 week","INTRAGASTRIC","BW_D28","",316,"g",28,"","","M",189,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"168","Study-03-0007","Study-03","26 week","INTRAGASTRIC","BW_D14","",269,"g",14,"","","M",189,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"169","Study-03-0008","Study-03","26 week","INTRAGASTRIC","RBC","HEMATOLOGY",9.14,"T/l",28,"iBroker:ERY","PLASMA","M",174,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"170","Study-03-0008","Study-03","26 week","INTRAGASTRIC","BW_D28","",282,"g",28,"","","M",174,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"171","Study-03-0008","Study-03","26 week","INTRAGASTRIC","BW_D1","",174,"g",1,"","","M",174,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"172","Study-03-0008","Study-03","26 week","INTRAGASTRIC","BW_D14","",250,"g",14,"","","M",174,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"173","Study-03-0009","Study-03","26 week","INTRAGASTRIC","RBC","HEMATOLOGY",9.32,"T/l",28,"iBroker:ERY","PLASMA","M",189,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"174","Study-03-0009","Study-03","26 week","INTRAGASTRIC","BW_D1","",189,"g",1,"","","M",189,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"175","Study-03-0009","Study-03","26 week","INTRAGASTRIC","BW_D14","",268,"g",14,"","","M",189,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"176","Study-03-0009","Study-03","26 week","INTRAGASTRIC","BW_D28","",309,"g",28,"","","M",189,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"177","Study-03-0010","Study-03","26 week","INTRAGASTRIC","RBC","HEMATOLOGY",9.69,"T/l",28,"iBroker:ERY","PLASMA","M",171,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"178","Study-03-0010","Study-03","26 week","INTRAGASTRIC","BW_D14","",252,"g",14,"","","M",171,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"179","Study-03-0010","Study-03","26 week","INTRAGASTRIC","BW_D28","",289,"g",28,"","","M",171,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"180","Study-03-0010","Study-03","26 week","INTRAGASTRIC","BW_D1","",171,"g",1,"","","M",171,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"181","Study-03-0011","Study-03","26 week","INTRAGASTRIC","BW_D14","",296,"g",14,"","","M",199,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"182","Study-03-0011","Study-03","26 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",6.1,"mmol/l",30,"iBroker:K","SERUM","M",199,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"183","Study-03-0011","Study-03","26 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.79,"mmol/l",30,"iBroker:Ca","SERUM","M",199,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"184","Study-03-0011","Study-03","26 week","INTRAGASTRIC","BW_D1","",199,"g",1,"","","M",199,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"185","Study-03-0011","Study-03","26 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",147,"mmol/l",30,"iBroker:Na","SERUM","M",199,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"186","Study-03-0011","Study-03","26 week","INTRAGASTRIC","BW_D28","",366,"g",28,"","","M",199,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"187","Study-03-0012","Study-03","26 week","INTRAGASTRIC","BW_D1","",194,"g",1,"","","M",194,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"188","Study-03-0012","Study-03","26 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.97,"mmol/l",30,"iBroker:Ca","SERUM","M",194,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"189","Study-03-0012","Study-03","26 week","INTRAGASTRIC","BW_D28","",310,"g",28,"","","M",194,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"190","Study-03-0012","Study-03","26 week","INTRAGASTRIC","BW_D14","",258,"g",14,"","","M",194,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"191","Study-03-0012","Study-03","26 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5.8,"mmol/l",30,"iBroker:K","SERUM","M",194,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"192","Study-03-0012","Study-03","26 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",147,"mmol/l",30,"iBroker:Na","SERUM","M",194,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"193","Study-03-0013","Study-03","26 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",6.1,"mmol/l",30,"iBroker:K","SERUM","M",190,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"194","Study-03-0013","Study-03","26 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",3.02,"mmol/l",30,"iBroker:Ca","SERUM","M",190,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"195","Study-03-0013","Study-03","26 week","INTRAGASTRIC","BW_D14","",262,"g",14,"","","M",190,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"196","Study-03-0013","Study-03","26 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",145,"mmol/l",30,"iBroker:Na","SERUM","M",190,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"197","Study-03-0013","Study-03","26 week","INTRAGASTRIC","BW_D28","",331,"g",28,"","","M",190,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"198","Study-03-0013","Study-03","26 week","INTRAGASTRIC","BW_D1","",190,"g",1,"","","M",190,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"199","Study-03-0014","Study-03","26 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",6.4,"mmol/l",30,"iBroker:K","SERUM","M",191,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"200","Study-03-0014","Study-03","26 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",147,"mmol/l",30,"iBroker:Na","SERUM","M",191,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"201","Study-03-0014","Study-03","26 week","INTRAGASTRIC","BW_D14","",260,"g",14,"","","M",191,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"202","Study-03-0014","Study-03","26 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.94,"mmol/l",30,"iBroker:Ca","SERUM","M",191,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"203","Study-03-0014","Study-03","26 week","INTRAGASTRIC","BW_D28","",312,"g",28,"","","M",191,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"204","Study-03-0014","Study-03","26 week","INTRAGASTRIC","BW_D1","",191,"g",1,"","","M",191,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"205","Study-03-0015","Study-03","26 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.84,"mmol/l",30,"iBroker:Ca","SERUM","M",188,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"206","Study-03-0015","Study-03","26 week","INTRAGASTRIC","BW_D14","",268,"g",14,"","","M",188,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"207","Study-03-0015","Study-03","26 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",6,"mmol/l",30,"iBroker:K","SERUM","M",188,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"208","Study-03-0015","Study-03","26 week","INTRAGASTRIC","BW_D1","",188,"g",1,"","","M",188,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"209","Study-03-0015","Study-03","26 week","INTRAGASTRIC","BW_D28","",334,"g",28,"","","M",188,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"210","Study-03-0015","Study-03","26 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",147,"mmol/l",30,"iBroker:Na","SERUM","M",188,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"211","Study-03-0016","Study-03","26 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.98,"mmol/l",30,"iBroker:Ca","SERUM","M",190,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"212","Study-03-0016","Study-03","26 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",148,"mmol/l",30,"iBroker:Na","SERUM","M",190,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"213","Study-03-0016","Study-03","26 week","INTRAGASTRIC","BW_D14","",259,"g",14,"","","M",190,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"214","Study-03-0016","Study-03","26 week","INTRAGASTRIC","BW_D1","",190,"g",1,"","","M",190,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"215","Study-03-0016","Study-03","26 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5.7,"mmol/l",30,"iBroker:K","SERUM","M",190,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"216","Study-03-0016","Study-03","26 week","INTRAGASTRIC","BW_D28","",283,"g",28,"","","M",190,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"217","Study-03-0017","Study-03","26 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",6.2,"mmol/l",30,"iBroker:K","SERUM","M",181,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"218","Study-03-0017","Study-03","26 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.8,"mmol/l",30,"iBroker:Ca","SERUM","M",181,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"219","Study-03-0017","Study-03","26 week","INTRAGASTRIC","BW_D1","",181,"g",1,"","","M",181,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"220","Study-03-0017","Study-03","26 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",145,"mmol/l",30,"iBroker:Na","SERUM","M",181,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"221","Study-03-0017","Study-03","26 week","INTRAGASTRIC","BW_D14","",258,"g",14,"","","M",181,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"222","Study-03-0017","Study-03","26 week","INTRAGASTRIC","BW_D28","",325,"g",28,"","","M",181,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"223","Study-03-0018","Study-03","26 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.87,"mmol/l",30,"iBroker:Ca","SERUM","M",191,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"224","Study-03-0018","Study-03","26 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",6.2,"mmol/l",30,"iBroker:K","SERUM","M",191,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"225","Study-03-0018","Study-03","26 week","INTRAGASTRIC","BW_D1","",191,"g",1,"","","M",191,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"226","Study-03-0018","Study-03","26 week","INTRAGASTRIC","BW_D14","",265,"g",14,"","","M",191,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
"227","Study-03-0018","Study-03","26 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",144,"mmol/l",30,"iBroker:Na","SERUM","M",191,"RAT","WISTAR HAN","Ethanol/Kolliphor HS 15/Tap Water 1:4:5",2013,8,"weeks","CO2/air"
