SEDTS_ID,DOSDUR,EXPSTDTC,GLPFL,GLPTYP,HOUSEGRP,ROUTE,SEXPOP,SNDCTVER,SNDIGVER,SPECIES,SPLANSUB,SPLRLOC,SPLRNAM,SPREFID,SSPONSOR,SSTYP,STCAT,STRAIN,STSTYP,TRMSAC,TRTV,TSTFLOC,DOSENDTC,DOSSTDTC,PDOSFRQ,SBSTRAIN,PLANFSUB,PLANMSUB,TOTANPCH,START_YEAR,MTHTRM
521,,2019-12-17,N,N,SINGLE HOUSED,INTRAVENOUS BOLUS,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,RAT,4,,COVANCE,Micha_1,Bayer AG,SUBACUTE,Subacute,LONG EVANS,Oral by Gavage,,0.9% SALINE SOLUTION,Development-DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
541,,2018-01-03,,"c(""FDA"", ""German Chemical Law"", ""MHRA"", ""OECD"")",GROUP HOUSED,INTRAUTERINE,F,SEND Terminology 2017-12-22,SEND IMPLEMENTATION GUIDE VERSION 3.0,MONKEY,,,COVANCE,T103717-9,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,NULL,P274D,NOTAVAILABLE,"3301 Kinsman Boulevard, Madison, Wisconsin 53704",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018,ANESTHETIZED EXSANGUINATION
555,,2020-01-28,N,N,GROUP HOUSED,INTRAVENOUS BOLUS,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,RAT,24,,COVANCE,TS_013,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,Oral by Gavage,,0.9% SALINE SOLUTION,Development-DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020,
562,14,2015-07-15,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,RAT,26,"Sulzfeld,Germany",CHARLES RIVER,T102067-6,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,Oral by Gavage,P15D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),Development DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,
564,,2020-02-03,N,N,GROUP HOUSED,INTRAVENOUS BOLUS,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,RAT,24,,COVANCE,TC_013,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,Oral by Gavage,,0.9% SALINE SOLUTION,Development-DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020,
571,91,2012-01-30,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,DOG,36,"Lyon Cedex 02,France",MARSHALL,T1083361,Bayer AG,SUBCHRONIC,Subchronic,BEAGLE,Oral by Gavage,P92D,PEG400,Development-DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
572,28,2010-10-11,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,DOG,30,"AD Horst,Netherland",HARLAN,T9082306,Bayer AG,SUBACUTE,Subacute,BEAGLE,Oral by Gavage,P29D,PEG400,Development-DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,
584,23,2019-02-19,,NONE,SINGLE HOUSED,ORAL,BOTH,SEND Terminology 2017-12-22,SEND IMPLEMENTATION GUIDE VERSION 3.0,MOUSE,160,"Sandhover Weg 7, 97633 Sulzfeld, Germany",CHARLES RIVER,T104319-8,Bayer AG,REPEAT DOSE,TOX,CD1(ICR),NULL,P23D,DIET,42096 Wuppertal,2019-03-20,2019-02-26,NULL,NULL,NULL,NULL,NULL,2019,ANESTHETIZED EXSANGUINATION
591,91,2017-10-27,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,MONKEY,26,,COVANCE,T103634-7,Bayer AG,CHRONIC,Chronic,CYNOMOLGUS,Oral by Gavage,P92D,ETHANOL/KOLLIPHORHS15/WATER,Development DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
601,,2020-03-06,N,N,GROUP HOUSED,INTRAVENOUS BOLUS,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,RAT,24,,COVANCE,TS_013_01,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,Oral by Gavage,,0.9% SALINE SOLUTION,Development-DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020,
606,,2020-03-06,N,N,GROUP HOUSED,INTRAVENOUS BOLUS,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,RAT,24,,COVANCE,TS_013_02,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,Oral by Gavage,,0.9% SALINE SOLUTION,Development-DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020,
621,182,2017-09-12,,"c(""MHRA"", ""OECD"")",GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2019-03-29,SEND IMPLEMENTATION GUIDE VERSION 3.0,RAT,242,"Manston, UK",CHARLES RIVER,T103556-0,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,NULL,P183D,WATER,"Otley Road, Harrogate, North Yorkshire, HG3 1PY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
703,91,2017-01-16,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,MOUSE,220,"Sulzfeld,Germany",CHARLES RIVER,T103679-6,Bayer AG,SUBCHRONIC,Subchronic,"CD1 (outbred), Crl:CD1(Icr)",Oral by Gavage,"c(""P79D"", ""P93D"")",ETHANOL/KOLLIPHORHS15/WATER,Development-DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
721,1,2019-09-10,,NONE,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2017-12-22,SEND IMPLEMENTATION GUIDE VERSION 3.0,MOUSE,96,"Sandhofer Weg 7, 97633 Sulzfeld, Germany",CHARLES RIVER,T104581-9,Bayer AG,SINGLE DOSE,TOX,CD1(ICR),NULL,P2D,CREMOPHORELP/CAPMULMCM (75/25),42096 Wuppertal,2019-09-19,2019-09-19,NULL,NULL,NULL,NULL,NULL,2019,ANESTHETIZED EXSANGUINATION
722,1,2019-06-04,NULL,NONE,SINGLE HOUSED,ORAL GAVAGE,F,SEND Terminology 2017-12-22,SEND IMPLEMENTATION GUIDE VERSION 3.0,MOUSE,84,"Sandhofer Weg 7, 97633 Sulzfeld, Germany",CHARLES RIVER,T104441-4,Bayer AG,SINGLE DOSE,TOX,CD1(ICR),NULL,NULL,WATERfI,42096 Wuppertal,2019-06-04,2019-06-04,NULL,NULL,NULL,NULL,NULL,2019,NULL
737,86,2019-02-13,,NONE,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2017-12-22,SEND IMPLEMENTATION GUIDE VERSION 3.0,DOG,4,,MARSHALL,T104344-6,Bayer AG,SINGLE DOSE,TOX,BEAGLE,NULL,,PEG400,42096 Wuppertal,2019-05-09,2019-02-13,NULL,NULL,NULL,NULL,NULL,2019,
741,91,2019-06-24,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,DOG,8,"Lyon Cedex 02,France",MARSHALL,T104448-1,Bayer AG,ACUTE,Acute,BEAGLE,Oral by Gavage,,PEG400,Development-DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
743,,2020-02-10,N,N,GROUP HOUSED,,M,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,RAT,5,,COVANCE,ADVIA XPT File,Bayer AG,clinical pathology,Clinical Pathology,WISTAR WU,CP,,,Development-DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020,
751,14,2019-06-05,,NONE,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2017-12-22,SEND IMPLEMENTATION GUIDE VERSION 3.0,DOG,4,,MARSHALL,T104480-7,Bayer AG,REPEAT DOSE,TOX,BEAGLE,NULL,P15D,PEG400,42096 Wuppertal,2019-06-25,2019-06-12,NULL,NULL,NULL,NULL,NULL,2019,ANESTHETIZED EXSANGUINATION
761,30,2019-04-30,Y,OECD,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2017-12-22,SEND IMPLEMENTATION GUIDE VERSION 3.0,MONKEY,24,"Sandhofer Way 7, 97633 Sulzfeld","Convance, Laboratories",T104371-6,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,NULL,P29D,WATERfI,"GLP-Prufeinrichtung Early Development Bayer, 42096 Wuppertal",NULL,2019-05-07,NULL,NULL,NULL,NULL,NULL,2019,ANESTHETIZED EXSANGUINATION
813,14,2019-01-10,Y,"c(""EMA"", ""MHRA"", ""OECD"")",,INHALATION,BOTH,SEND Terminology 2019-06-28,SEND IMPLEMENTATION GUIDE VERSION 3.0,DOG,32,,Marshal BioResources,T103935-1,Bayer AG,REPEAT DOSE,TOX,BEAGLE,NULL,P2W,PLACEBO,"Woolley Road, Alconbury, Huntingdon, Cambridgeshire PE28 4HS",2019-03-07,2019-02-19,QD,NULL,NULL,NULL,NULL,2019,
821,1,2014-05-08,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,"c(""SEND Terminology 2017-12-22"", ""SEND Terminology 2020-05-08"")",SEND Implementation Guide Version 3.0,RAT,150,"AD Horst,Netherland",HARLAN,T101324-1,Bayer AG,SUBCHRONIC,Subchronic,WISTAR HAN,,P29D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),Development DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,
831,28,2011-03-28,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,RAT,168,"Sulzfeld,Germany",CHARLES RIVER,TOXT5082438,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,,"c(""P22D"", ""P28D"")",WATERfI,Development DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011,
841,28,2012-08-16,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,RAT,132,"AD Horst,Netherland",HARLAN,T100106-8,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,,P29D,PEG400,Development DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,
842,28,2017-02-07,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,MOUSE,300,"Sulzfeld,Germany",CHARLES RIVER,T103130-8,Bayer AG,SUBACUTE,Subacute,"CD1 (outbred), Crl:CD1(Icr)",,"c(""P29D"", ""P2D"")",PEG400,Development-DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
854,3,2020-08-05,N,N,GROUP HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,DOG,10,"Wuppertal,Germany",BAYER,AK-Test-01,Bayer AG,ACUTE,Acute,BEAGLE,NULL,"c(""P1D"", ""P3D"")",0.9% SALINE SOLUTION,Development DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020,NULL
857,1,2020-03-30,Y,Y,SINGLE HOUSED,ORAL GAVAGE,M,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,RAT,41,"AD Horst,Netherland",ENVIGO,T104816-0,Bayer AG,ACUTE,Acute,WISTAR WU,i.g.,,ETHANOL/KOLLIPHORHS15/WATER,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020,
866,14,2017-05-05,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,RAT,50,"Sulzfeld,Germany",CHARLES RIVER,T103404-2,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,,P15D,ETHANOL/KOLLIPHORHS15/WATER,Development-DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
872,7,2019-08-20,Y,Y,GROUP HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,RAT,90,"Sulzfeld,Germany",CHARLES RIVER,T104568-4,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,i.v. Short injection,"c(""P11D"", ""P8D"")",PBS/TWEEN80,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
881,28,2017-01-24,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,RAT,192,"Sulzfeld,Germany",CHARLES RIVER,T103112-8,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,,"c(""P22D"", ""P30D"")",ETHANOL/KOLLIPHORHS15/WATER,Development-DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
921,28,2020-08-11,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,"c(""SEND Terminology 2017-12-22"", ""SEND Terminology 2020-05-08"")",SEND Implementation Guide Version 3.0,RAT,146,"Sulzfeld,Germany",CHARLES RIVER,T104936-3,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,Oral by Gavage,"c(""P28D"", ""P30D"")",WATERfI,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020,
922,84,2020-08-31,N,N,GROUP HOUSED,ORAL GAVAGE,M,"c(""SEND Terminology 2017-12-22"", ""SEND Terminology 2020-05-08"")",SEND Implementation Guide Version 3.0,RAT,86,"Sulzfeld,Germany",CHARLES RIVER,T104970-1,Bayer AG,SUBCHRONIC,Subchronic,ZUCKER,Oral by Gavage,P84D,ETHANOL/KOLLIPHORHS15/WATER,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020,
931,,,N,N,SINGLE HOUSED,,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,RAT,2,"Borchen,Germany",HARLAN WINKELMANN,AK-Test_LI,Bayer AG,ACUTE,Acute,WISTAR HAN,,,,Development DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
937,,,N,N,SINGLE HOUSED,,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,RAT,6,"Borchen,Germany",HARLAN WINKELMANN,AK_Test_LI-2,Bayer AG,ACUTE,Acute,WISTAR HAN,Oral by Gavage,,,Development DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
963,,2020-10-04,N,N,GROUP HOUSED,,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,RAT,48,"Sulzfeld,Germany",CHARLES RIVER,SPR17120,Bayer AG,clinical pathology,Clinical Pathology,WISTAR WU,CP,,,Qualification DB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020,
970,3,2020-10-08,NULL,NULL,NULL,INTRAVENOUS,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,DOG,10,"Wuppertal,Germany",BAYER,Patho-Test-02,Bayer AG,ACUTE,Acute,BEAGLE,i.v.,P28D,0.9% SALINE SOLUTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020,NULL
974,28,2017-03-23,,OECD,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2017-03-31,SEND IMPLEMENTATION GUIDE VERSION 3.0,MONKEY,,,COVANCE,T103290-5,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,NULL,P29D,PEG400,"Muellerstrasse 178, 13353 Berlin",NULL,NULL,NULL,Macaca fascicularis,NULL,NULL,NULL,2017,ANESTHETIZED EXSANGUINATION
982,91,2018-04-17,Y,OECD,SINGLE HOUSED,ORAL,BOTH,"c(""2019-03-29"", ""SEND Terminology 2020-05-08"")",SEND IMPLEMENTATION GUIDE VERSION 3.0,DOG,32,USA,MARSHALL,T103849-5,Bayer AG,REPEAT DOSE,TOX,BEAGLE,NULL,P92D,PEG400,"GLP-Prufeinrichtung NDS Berlin, Mullerstrasse 178, 13353 Berlin",2018-07-19,2018-04-17,QD,NULL,16,16,32,2018,ANESTHETIZED EXSANGUINATION
983,273,2018-08-01,,"c(""MHRA"", ""OECD"")",GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2017-12-22,SEND IMPLEMENTATION GUIDE VERSION 3.0,DOG,33,"Grimston, UK",MARSHALL,T103847-3,Bayer AG,REPEAT DOSE,TOX,BEAGLE,NULL,P40W,PEG400,"Otley Road, Harrogate, North Yorkshire, HG3 1PY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018,ANESTHETIZED EXSANGUINATION
984,182,2018-07-10,,"c(""MHRA"", ""OECD"")",GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2019-06-28,SEND IMPLEMENTATION GUIDE VERSION 3.0,RAT,226,"Margate, UK",CHARLES RIVER,T103828-2,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,NULL,P27W,WATER,"Otley Road, Harrogate, North Yorkshire, HG3 1PY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018,
985,14,2018-03-29,,NON-GLP,GROUP HOUSED,ORAL GAVAGE,M,"c(""SEND Terminology 2019-09-27"", ""SEND Terminology 2020-05-08"")",SEND IMPLEMENTATION GUIDE VERSION 3.0,RAT,24,"Sandhofer Way 7, 97633 Sulzfeld",CHARLES RIVER,T103851-8,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,NULL,P15D,PEG400,"c(""GLP-Prufeinrichtung Early Development Bayer, 42096 Wuppertal"", ""Wuppertal, Germany"")",2018-04-16,2018-04-03,NULL,NULL,NULL,NULL,NULL,2018,ANESTHETIZED EXSANGUINATION
986,91,2018-04-10,Y,OECD,GROUP HOUSED,ORAL,BOTH,"c(""2019-03-29"", ""SEND Terminology 2020-05-08"")",SEND IMPLEMENTATION GUIDE VERSION 3.0,RAT,80,"Sandhofer Weg 7, 97633 Sulzfeld, Germany",CHARLES RIVER,T103875-4,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,NULL,P92D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"GLP-Prufeinrichtung Early Development Bayer, 42096 Wuppertal",2018-07-19,2018-04-18,QD,NULL,40,40,80,2018,ANESTHETIZED EXSANGUINATION
987,14,2018-08-28,,NON-GLP,SINGLE HOUSED,ORAL GAVAGE,BOTH,"c(""SEND Terminology 2019-09-27"", ""SEND Terminology 2020-05-08"")",SEND IMPLEMENTATION GUIDE VERSION 3.0,MONKEY,8,,COVANCE,T104110-7,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,NULL,P15D,WATERfI,"Bayer Ag, GLP-Prufeinrichtung Early Development Bayer, 42096 Wuppertal, Deutschland",2018-09-17,2018-09-04,NULL,NULL,NULL,NULL,NULL,2018,ANESTHETIZED EXSANGUINATION
988,188,2018-12-04,,EMEA,GROUP HOUSED,ORAL GAVAGE,BOTH,"c(""SEND Terminology 2017-12-22"", ""SEND Terminology 2020-05-08"")",SEND IMPLEMENTATION GUIDE VERSION 3.0,RAT,160,"Sandhofer Weg 7, 97633 Sulzfeld, Germany",CHARLES RIVER,T104244-5,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,NULL,P183D,WATERfI,42096 Wuppertal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018,ANESTHETIZED EXSANGUINATION
989,28,2019-04-08,Y,OECD,GROUP HOUSED,ORAL GAVAGE,BOTH,"c(""SEND Terminology 2019-09-27"", ""SEND Terminology 2020-05-08"")",SEND IMPLEMENTATION GUIDE VERSION 3.0,RAT,146,"Sandhofer Weg 7, 97633 Sulzfeld",CHARLES RIVER,T104349-1,Bayer AG,REPEAT DOSE,TOX,WISTAR,NULL,P31D,PEG400,"GLP-Prufeinrichtung Early Development Bayer, 42096 Wuppertal",NULL,2019-04-16,NULL,NULL,NULL,NULL,NULL,2019,ANESTHETIZED EXSANGUINATION
990,1,2019-07-23,,NOT AVAILABLE,,ORAL GAVAGE,BOTH,SEND Terminology 2017-12-22,SEND IMPLEMENTATION GUIDE VERSION 3.0,RAT,36,,CHARLES RIVER,T104546-0,Bayer AG,TOXICOKINETICS,TOX,WISTAR HAN,NULL,P2D,CREMOPHORELP/CAPMULMCM,42096 Wuppertal,2019-08-06,2019-08-06,NULL,NULL,NULL,NULL,NULL,2019,
991,1,2020-02-20,N,EMEA,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND IMPLEMENTATION GUIDE VERSION 3.1,MONKEY,4,,COVANCE,T104756-3,Bayer AG,TOXICOKINETICS,TOX,CYNOMOLGUS,NULL,,WATERfI,42096 Wuppertal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020,
992,1,2020-02-04,N,EMEA,SINGLE HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND IMPLEMENTATION GUIDE VERSION 3.1,MOUSE,36,"Sulzfeld,Germany",CHARLES RIVER,T104762-0,Bayer AG,TOXICOKINETICS,TOX,CD1(ICR),NULL,P2D,WATERfI,42096 Wuppertal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020,ANESTHETIZED EXSANGUINATION
993,14,2018-01-25,N,None,GROUP HOUSED EXEPT DURING FEEDING,ORAL,BOTH,"c(""2019-03-29"", ""SEND Terminology 2020-05-08"")",SEND IMPLEMENTATION GUIDE VERSION 3.0,DOG,4,USA,MARSHALL,T103780-9,Bayer AG,REPEAT DOSE,TOX,BEAGLE,NULL,P22D,PEG400,"GLP-Prufeinrichtung Early Development Bayer, 42096 Wuppertal",2018-02-20,2018-01-31,QD,NULL,2,2,4,2018,ANESTHETIZED EXSANGUINATION
1003,,2020-05-07,N,,SINGLE HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-03-27,SEND IMPLEMENTATION GUIDE VERSION 3.1,DOG,3,"Grimston, UK",MARSHALL,T104851-9,Bayer AG,REPEAT DOSE,TOX,BEAGLE,NULL,"c(""P23D"", ""P26D"")",SALINE SOLUTION,"Otley Road, Harrogate, North Yorkshire, HG3 1PY",2020-07-10,2020-06-15,"c(""CONTINUOUS"", ""QD"")",NULL,NULL,NULL,NULL,2020,LETHAL INJECTION EXSANGUINATION
1011,13,2020-07-07,N,,SINGLE HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2017-12-22,SEND IMPLEMENTATION GUIDE VERSION 3.1,RAT,48,"Margate, UK",CHARLES RIVER,T104911-6,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,NULL,P15D,0.02M TRISBUFFER pH7.4,"Otley Road, Harrogate, North Yorkshire, HG3 1PY",2020-08-15,2020-07-27,QD,NULL,NULL,NULL,NULL,2020,ANESTHETIZED EXSANGUINATION
1021,,2017-08-22,N,N,GROUP HOUSED,NASAL,M,"c(""SEND Terminology 2017-12-22"", ""SEND Terminology 2020-05-08"")",SEND Implementation Guide Version 3.0,RAT,18,"Sulzfeld,Germany",CHARLES RIVER,T103576-2,Bayer AG,SUBACUTE,"c(""Subacute"", ""TOX"")",WISTAR HAN,Intranasal Instillation,P16D,,"c("""", ""Wuppertal, Germany"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1022,,"c(""2018-01-05"", ""2018-01-11"")",Y,Y,GROUP HOUSED,NASAL,BOTH,"c(""SEND Terminology 2017-12-22"", ""SEND Terminology 2020-05-08"")",SEND Implementation Guide Version 3.0,RAT,"c(""80"", ""84"")","Sulzfeld,Germany",CHARLES RIVER,T103719-1,Bayer AG,SUBACUTE,"c(""Subacute"", ""TOX"")","c(""Wistar (WI), Crl:(WI) BR"", ""WISTAR HAN"")",Intranasal Instillation,P30D,0.9% SALINE SOLUTION,"c("""", ""Wuppertal, Germany"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
1031,1,2019-11-07,N,,GROUP HOUSED,INTRAVENOUS BOLUS,M,SEND Terminology 2020-05-08,SEND IMPLEMENTATION GUIDE VERSION 3.1,MONKEY,8,"Ebene, Mauritius",NOVEPRIM EUROPE,T104497-5,Bayer AG,SINGLE DOSE,TOX,CYNOMOLGUS,NULL,P44D,NONE,"BP 563, 27005 Evreux",2019-11-21,2019-11-21,ONCE,NULL,NULL,NULL,NULL,2019,ANESTHETIZED LETHAL INJECTION INTRAVENOUS EXSANGUINATION
1032,,2020-01-14,Y,Y,SINGLE HOUSED,"c(""Oral"", ""ORAL"")",BOTH,"c(""SEND Terminology 2017-12-22"", ""SEND Terminology 2020-05-08"")",SEND Implementation Guide Version 3.0,"C(""DOG"", ""DOG"")",26,"Lyon Cedex 02,France",MARSHALL,T104705-7,Bayer AG,REPEAT DOSE,"c("""", ""Subacute"")",BEAGLE,"c(""Oral"", ""ORAL"")",P29D,,"c("""", ""Wuppertal, Germany"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020,
1041,29,2018-01-22,Y,EMEA,SINGLE HOUSED,NASAL,BOTH,"c(""SEND Terminology 2017-12-22"", ""SEND Terminology 2020-05-08"")",SEND IMPLEMENTATION GUIDE VERSION 3.1,DOG,24,"Lyon Cedex 02,France",MARSHALL,T103767-4,Bayer AG,REPEAT DOSE,TOX,BEAGLE,NULL,P29D,PHOSPHATEBUFFERPH7/VITE-TPGS(90/10),42096 Wuppertal,2018-01-30,2018-02-27,QD,NULL,NULL,NULL,NULL,2018,
1051,1,2019-09-12,N,,GROUP HOUSED,INTRAVENOUS BOLUS,M,SEND Terminology 2017-12-22,SEND IMPLEMENTATION GUIDE VERSION 3.1,MONKEY,6,"Ebene, Mauritius",NOVEPRIM EUROPE,T104394-1,Bayer AG,SINGLE DOSE,TOX,CYNOMOLGUS,NULL,P15D,NONE,BP 563 - 27005 Evreux,2019-10-10,2019-10-10,ONCE,NULL,NULL,NULL,NULL,2019,LETHAL INJECTION INTRAVENOUS EXSANGUINATION
1061,,2019-04-30,Y,Y,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2017-12-22,SEND Implementation Guide Version 3.0,DOG,34,"Lyon Cedex 02,France",MARSHALL,T104406-5,Bayer AG,SUBCHRONIC,Subchronic,BEAGLE,Oral by Gavage,P92D,METHYLCELLULOSE/SLS/WATER,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1071,182,2016-05-10,,"c(""MHRA"", ""OECD"")",GROUP HOUSED,INTRAVENOUS BOLUS,,SEND Terminology 2017-03-31,SEND IMPLEMENTATION GUIDE VERSION 3.0,MONKEY,,"Fort Foch - 67207, Neiderhausbergen, France",Plateforme Silabe ADUEIS,T102459-1,Bayer Pharma AG,REPEAT DOSE,TOX,CYNOMOLGUS,NULL,P184D,WATERfI,"Otley Road, Harrogate, North Yorkshire, HG3 1PY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016,
1081,,2015-10-08,,"c(""MHRA"", ""OECD"")",GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2019-09-27,SEND IMPLEMENTATION GUIDE VERSION 3.0,MOUSE,1122,"Margate, UK",CHARLES RIVER,T102254-4,Bayer AG,carcinogenicity,TOX,CD1(ICR),NULL,"c(""P105W"", ""P53W"")",TYLOSE,"Otley Road, Harrogate, North Yorkshire, HG3 1PY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,ANESTHETIZED EXSANGUINATION
1091,28,2020-01-28,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,24,,COVANCE,T104713-6,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,ORAL GAVAGE,P29D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020,
