SPREFID,USUBJID,BWORRES,BWORRESU,BWDY,trial_set_description,SEX
T105017-4,T105017-4-0116,227,g,27,Dose group 3,F
T105017-4,T105017-4-0116,210,g,12,Dose group 3,F
T105017-4,T105017-4-0116,223,g,21,Dose group 3,F
T105017-4,T105017-4-0116,219,g,28,Dose group 3,F
T105017-4,T105017-4-0116,205,g,8,Dose group 3,F
T105017-4,T105017-4-0116,217,g,17,Dose group 3,F
T105017-4,T105017-4-0116,217,g,22,Dose group 3,F
T105017-4,T105017-4-0116,193,g,4,Dose group 3,F
T105017-4,T105017-4-0116,228,g,29,Dose group 3,F
T105017-4,T105017-4-0116,215,g,13,Dose group 3,F
T105017-4,T105017-4-0116,225,g,30,Dose group 3,F
T105017-4,T105017-4-0116,188,g,-6,Dose group 3,F
T105017-4,T105017-4-0116,208,g,9,Dose group 3,F
T105017-4,T105017-4-0116,217,g,18,Dose group 3,F
T105017-4,T105017-4-0116,210,g,23,Dose group 3,F
T105017-4,T105017-4-0116,202,g,5,Dose group 3,F
T105017-4,T105017-4-0116,211,g,14,Dose group 3,F
T105017-4,T105017-4-0116,218,g,24,Dose group 3,F
T105017-4,T105017-4-0116,202,g,1,Dose group 3,F
T105017-4,T105017-4-0116,206,g,10,Dose group 3,F
T105017-4,T105017-4-0116,221,g,19,Dose group 3,F
T105017-4,T105017-4-0116,219,g,25,Dose group 3,F
T105017-4,T105017-4-0116,198,g,2,Dose group 3,F
T105017-4,T105017-4-0116,202,g,6,Dose group 3,F
T105017-4,T105017-4-0116,217,g,15,Dose group 3,F
T105017-4,T105017-4-0116,224,g,26,Dose group 3,F
T105017-4,T105017-4-0067,191,g,12,Control,F
T105017-4,T105017-4-0067,209,g,27,Control,F
T105017-4,T105017-4-0067,198,g,21,Control,F
T105017-4,T105017-4-0067,186,g,8,Control,F
T105017-4,T105017-4-0067,189,g,17,Control,F
T105017-4,T105017-4-0067,208,g,28,Control,F
T105017-4,T105017-4-0067,183,g,4,Control,F
T105017-4,T105017-4-0067,203,g,22,Control,F
T105017-4,T105017-4-0067,184,g,13,Control,F
T105017-4,T105017-4-0067,179,g,9,Control,F
T105017-4,T105017-4-0067,199,g,18,Control,F
T105017-4,T105017-4-0067,203,g,29,Control,F
T105017-4,T105017-4-0067,195,g,23,Control,F
T105017-4,T105017-4-0067,214,g,30,Control,F
T105017-4,T105017-4-0067,171,g,-6,Control,F
T105017-4,T105017-4-0067,176,g,5,Control,F
T105017-4,T105017-4-0067,197,g,14,Control,F
T105017-4,T105017-4-0067,203,g,24,Control,F
T105017-4,T105017-4-0067,169,g,1,Control,F
T105017-4,T105017-4-0067,189,g,10,Control,F
T105017-4,T105017-4-0067,200,g,19,Control,F
T105017-4,T105017-4-0067,194,g,25,Control,F
T105017-4,T105017-4-0067,187,g,6,Control,F
T105017-4,T105017-4-0067,200,g,15,Control,F
T105017-4,T105017-4-0067,178,g,2,Control,F
T105017-4,T105017-4-0067,194,g,11,Control,F
T105017-4,T105017-4-0067,199,g,20,Control,F
T105017-4,T105017-4-0067,209,g,26,Control,F
T105017-4,T105017-4-0067,189,g,7,Control,F
T105017-4,T105017-4-0067,184,g,3,Control,F
T105017-4,T105017-4-0067,197,g,16,Control,F
T105017-4,T105017-4-0081,191,g,3,Dose group 1,F
T105017-4,T105017-4-0081,227,g,27,Dose group 1,F
T105017-4,T105017-4-0081,209,g,12,Dose group 1,F
T105017-4,T105017-4-0081,225,g,21,Dose group 1,F
T105017-4,T105017-4-0081,204,g,8,Dose group 1,F
T105017-4,T105017-4-0081,216,g,17,Dose group 1,F
T105017-4,T105017-4-0081,232,g,28,Dose group 1,F
T105017-4,T105017-4-0081,194,g,4,Dose group 1,F
T105017-4,T105017-4-0081,225,g,22,Dose group 1,F
T105017-4,T105017-4-0081,209,g,13,Dose group 1,F
T105017-4,T105017-4-0081,235,g,29,Dose group 1,F
T105017-4,T105017-4-0081,202,g,9,Dose group 1,F
T105017-4,T105017-4-0081,217,g,18,Dose group 1,F
T105017-4,T105017-4-0081,216,g,23,Dose group 1,F
T105017-4,T105017-4-0081,174,g,-6,Dose group 1,F
T105017-4,T105017-4-0081,230,g,30,Dose group 1,F
T105017-4,T105017-4-0081,197,g,5,Dose group 1,F
T105017-4,T105017-4-0081,206,g,14,Dose group 1,F
T105017-4,T105017-4-0081,227,g,24,Dose group 1,F
T105017-4,T105017-4-0081,190,g,1,Dose group 1,F
T105017-4,T105017-4-0081,199,g,10,Dose group 1,F
T105017-4,T105017-4-0081,221,g,19,Dose group 1,F
T105017-4,T105017-4-0081,224,g,25,Dose group 1,F
T105017-4,T105017-4-0081,192,g,6,Dose group 1,F
T105017-4,T105017-4-0081,218,g,15,Dose group 1,F
T105017-4,T105017-4-0081,183,g,2,Dose group 1,F
T105017-4,T105017-4-0081,226,g,26,Dose group 1,F
T105017-4,T105017-4-0081,208,g,11,Dose group 1,F
T105017-4,T105017-4-0081,222,g,20,Dose group 1,F
T105017-4,T105017-4-0081,201,g,7,Dose group 1,F
T105017-4,T105017-4-0081,213,g,16,Dose group 1,F
T105017-4,T105017-4-0001,275,g,12,Control,M
T105017-4,T105017-4-0001,252,g,8,Control,M
T105017-4,T105017-4-0001,309,g,21,Control,M
T105017-4,T105017-4-0001,226,g,3,Control,M
T105017-4,T105017-4-0001,299,g,17,Control,M
T105017-4,T105017-4-0001,324,g,28,Control,M
T105017-4,T105017-4-0001,229,g,4,Control,M
T105017-4,T105017-4-0001,277,g,13,Control,M
T105017-4,T105017-4-0001,302,g,22,Control,M
T105017-4,T105017-4-0001,337,g,29,Control,M
T105017-4,T105017-4-0001,174,g,-6,Control,M
T105017-4,T105017-4-0001,259,g,9,Control,M
T105017-4,T105017-4-0001,303,g,18,Control,M
T105017-4,T105017-4-0001,313,g,23,Control,M
T105017-4,T105017-4-0001,238,g,5,Control,M
T105017-4,T105017-4-0001,284,g,14,Control,M
T105017-4,T105017-4-0001,216,g,1,Control,M
T105017-4,T105017-4-0001,264,g,10,Control,M
T105017-4,T105017-4-0001,306,g,19,Control,M
T105017-4,T105017-4-0001,317,g,24,Control,M
T105017-4,T105017-4-0001,243,g,6,Control,M
T105017-4,T105017-4-0001,290,g,15,Control,M
T105017-4,T105017-4-0001,317,g,25,Control,M
T105017-4,T105017-4-0001,221,g,2,Control,M
T105017-4,T105017-4-0001,267,g,11,Control,M
T105017-4,T105017-4-0001,311,g,20,Control,M
T105017-4,T105017-4-0001,325,g,26,Control,M
T105017-4,T105017-4-0001,248,g,7,Control,M
T105017-4,T105017-4-0001,293,g,16,Control,M
T105017-4,T105017-4-0001,328,g,27,Control,M
T105017-4,T105017-4-0003,243,g,12,Control,M
T105017-4,T105017-4-0003,238,g,8,Control,M
T105017-4,T105017-4-0003,253,g,21,Control,M
T105017-4,T105017-4-0003,225,g,3,Control,M
T105017-4,T105017-4-0003,252,g,17,Control,M
T105017-4,T105017-4-0003,263,g,28,Control,M
T105017-4,T105017-4-0003,225,g,4,Control,M
T105017-4,T105017-4-0003,246,g,13,Control,M
T105017-4,T105017-4-0003,249,g,22,Control,M
T105017-4,T105017-4-0003,269,g,29,Control,M
T105017-4,T105017-4-0003,238,g,9,Control,M
T105017-4,T105017-4-0003,253,g,18,Control,M
T105017-4,T105017-4-0003,254,g,23,Control,M
T105017-4,T105017-4-0003,178,g,-6,Control,M
T105017-4,T105017-4-0003,228,g,5,Control,M
T105017-4,T105017-4-0003,246,g,14,Control,M
T105017-4,T105017-4-0003,213,g,1,Control,M
T105017-4,T105017-4-0003,244,g,10,Control,M
T105017-4,T105017-4-0003,254,g,24,Control,M
T105017-4,T105017-4-0003,255,g,19,Control,M
T105017-4,T105017-4-0003,233,g,6,Control,M
T105017-4,T105017-4-0003,250,g,15,Control,M
T105017-4,T105017-4-0003,253,g,25,Control,M
T105017-4,T105017-4-0003,218,g,2,Control,M
T105017-4,T105017-4-0003,244,g,11,Control,M
T105017-4,T105017-4-0003,255,g,20,Control,M
T105017-4,T105017-4-0003,257,g,26,Control,M
T105017-4,T105017-4-0003,236,g,7,Control,M
T105017-4,T105017-4-0003,251,g,16,Control,M
T105017-4,T105017-4-0003,262,g,27,Control,M
T105017-4,T105017-4-0048,230,g,7,Dose group 3,M
T105017-4,T105017-4-0048,295,g,20,Dose group 3,M
T105017-4,T105017-4-0048,277,g,16,Dose group 3,M
T105017-4,T105017-4-0048,313,g,27,Dose group 3,M
T105017-4,T105017-4-0048,207,g,3,Dose group 3,M
T105017-4,T105017-4-0048,257,g,12,Dose group 3,M
T105017-4,T105017-4-0048,292,g,21,Dose group 3,M
T105017-4,T105017-4-0048,317,g,28,Dose group 3,M
T105017-4,T105017-4-0048,233,g,8,Dose group 3,M
T105017-4,T105017-4-0048,282,g,17,Dose group 3,M
T105017-4,T105017-4-0048,163,g,-6,Dose group 3,M
T105017-4,T105017-4-0048,284,g,22,Dose group 3,M
T105017-4,T105017-4-0048,327,g,29,Dose group 3,M
T105017-4,T105017-4-0048,210,g,4,Dose group 3,M
T105017-4,T105017-4-0048,257,g,13,Dose group 3,M
T105017-4,T105017-4-0048,297,g,23,Dose group 3,M
T105017-4,T105017-4-0048,241,g,9,Dose group 3,M
T105017-4,T105017-4-0048,287,g,18,Dose group 3,M
T105017-4,T105017-4-0048,216,g,5,Dose group 3,M
T105017-4,T105017-4-0048,261,g,14,Dose group 3,M
T105017-4,T105017-4-0048,303,g,24,Dose group 3,M
T105017-4,T105017-4-0048,201,g,1,Dose group 3,M
T105017-4,T105017-4-0048,242,g,10,Dose group 3,M
T105017-4,T105017-4-0048,292,g,19,Dose group 3,M
T105017-4,T105017-4-0048,307,g,25,Dose group 3,M
T105017-4,T105017-4-0048,200,g,2,Dose group 3,M
T105017-4,T105017-4-0048,224,g,6,Dose group 3,M
T105017-4,T105017-4-0048,274,g,15,Dose group 3,M
T105017-4,T105017-4-0048,315,g,26,Dose group 3,M
T105017-4,T105017-4-0048,249,g,11,Dose group 3,M
T105017-4,T105017-4-0050,228,g,7,Dose group 3,M
T105017-4,T105017-4-0050,264,g,20,Dose group 3,M
T105017-4,T105017-4-0050,255,g,16,Dose group 3,M
T105017-4,T105017-4-0050,278,g,27,Dose group 3,M
T105017-4,T105017-4-0050,214,g,3,Dose group 3,M
T105017-4,T105017-4-0050,243,g,12,Dose group 3,M
T105017-4,T105017-4-0050,271,g,21,Dose group 3,M
T105017-4,T105017-4-0050,232,g,8,Dose group 3,M
T105017-4,T105017-4-0050,258,g,17,Dose group 3,M
T105017-4,T105017-4-0050,278,g,28,Dose group 3,M
T105017-4,T105017-4-0050,175,g,-6,Dose group 3,M
T105017-4,T105017-4-0050,256,g,22,Dose group 3,M
T105017-4,T105017-4-0050,281,g,29,Dose group 3,M
T105017-4,T105017-4-0050,216,g,4,Dose group 3,M
T105017-4,T105017-4-0050,246,g,13,Dose group 3,M
T105017-4,T105017-4-0050,263,g,23,Dose group 3,M
T105017-4,T105017-4-0050,235,g,9,Dose group 3,M
T105017-4,T105017-4-0050,259,g,18,Dose group 3,M
T105017-4,T105017-4-0050,219,g,5,Dose group 3,M
T105017-4,T105017-4-0050,250,g,14,Dose group 3,M
T105017-4,T105017-4-0050,267,g,24,Dose group 3,M
T105017-4,T105017-4-0050,211,g,1,Dose group 3,M
T105017-4,T105017-4-0050,237,g,10,Dose group 3,M
T105017-4,T105017-4-0050,263,g,19,Dose group 3,M
T105017-4,T105017-4-0050,269,g,25,Dose group 3,M
T105017-4,T105017-4-0050,226,g,6,Dose group 3,M
T105017-4,T105017-4-0050,254,g,15,Dose group 3,M
T105017-4,T105017-4-0050,209,g,2,Dose group 3,M
T105017-4,T105017-4-0050,270,g,26,Dose group 3,M
T105017-4,T105017-4-0050,240,g,11,Dose group 3,M
T105017-4,T105017-4-0007,267,g,12,Control,M
T105017-4,T105017-4-0007,311,g,27,Control,M
T105017-4,T105017-4-0007,253,g,8,Control,M
T105017-4,T105017-4-0007,301,g,21,Control,M
T105017-4,T105017-4-0007,287,g,17,Control,M
T105017-4,T105017-4-0007,310,g,28,Control,M
T105017-4,T105017-4-0007,228,g,4,Control,M
T105017-4,T105017-4-0007,272,g,13,Control,M
T105017-4,T105017-4-0007,286,g,22,Control,M
T105017-4,T105017-4-0007,316,g,29,Control,M
T105017-4,T105017-4-0007,169,g,-6,Control,M
T105017-4,T105017-4-0007,253,g,9,Control,M
T105017-4,T105017-4-0007,291,g,18,Control,M
T105017-4,T105017-4-0007,297,g,23,Control,M
T105017-4,T105017-4-0007,233,g,5,Control,M
T105017-4,T105017-4-0007,275,g,14,Control,M
T105017-4,T105017-4-0007,300,g,24,Control,M
T105017-4,T105017-4-0007,212,g,1,Control,M
T105017-4,T105017-4-0007,261,g,10,Control,M
T105017-4,T105017-4-0007,293,g,19,Control,M
T105017-4,T105017-4-0007,243,g,6,Control,M
T105017-4,T105017-4-0007,280,g,15,Control,M
T105017-4,T105017-4-0007,308,g,25,Control,M
T105017-4,T105017-4-0007,216,g,2,Control,M
T105017-4,T105017-4-0007,266,g,11,Control,M
T105017-4,T105017-4-0007,305,g,26,Control,M
T105017-4,T105017-4-0007,291,g,20,Control,M
T105017-4,T105017-4-0007,249,g,7,Control,M
T105017-4,T105017-4-0007,280,g,16,Control,M
T105017-4,T105017-4-0007,220,g,3,Control,M
T105017-4,T105017-4-0034,287,g,16,Dose group 2,M
T105017-4,T105017-4-0034,300,g,20,Dose group 2,M
T105017-4,T105017-4-0034,277,g,12,Dose group 2,M
T105017-4,T105017-4-0034,310,g,27,Dose group 2,M
T105017-4,T105017-4-0034,226,g,3,Dose group 2,M
T105017-4,T105017-4-0034,299,g,21,Dose group 2,M
T105017-4,T105017-4-0034,252,g,8,Dose group 2,M
T105017-4,T105017-4-0034,316,g,28,Dose group 2,M
T105017-4,T105017-4-0034,291,g,17,Dose group 2,M
T105017-4,T105017-4-0034,294,g,22,Dose group 2,M
T105017-4,T105017-4-0034,322,g,29,Dose group 2,M
T105017-4,T105017-4-0034,232,g,4,Dose group 2,M
T105017-4,T105017-4-0034,275,g,13,Dose group 2,M
T105017-4,T105017-4-0034,177,g,-6,Dose group 2,M
T105017-4,T105017-4-0034,263,g,9,Dose group 2,M
T105017-4,T105017-4-0034,296,g,18,Dose group 2,M
T105017-4,T105017-4-0034,304,g,23,Dose group 2,M
T105017-4,T105017-4-0034,236,g,5,Dose group 2,M
T105017-4,T105017-4-0034,283,g,14,Dose group 2,M
T105017-4,T105017-4-0034,304,g,24,Dose group 2,M
T105017-4,T105017-4-0034,218,g,1,Dose group 2,M
T105017-4,T105017-4-0034,267,g,10,Dose group 2,M
T105017-4,T105017-4-0034,301,g,19,Dose group 2,M
T105017-4,T105017-4-0034,305,g,25,Dose group 2,M
T105017-4,T105017-4-0034,245,g,6,Dose group 2,M
T105017-4,T105017-4-0034,286,g,15,Dose group 2,M
T105017-4,T105017-4-0034,221,g,2,Dose group 2,M
T105017-4,T105017-4-0034,310,g,26,Dose group 2,M
T105017-4,T105017-4-0034,270,g,11,Dose group 2,M
T105017-4,T105017-4-0034,251,g,7,Dose group 2,M
T105017-4,T105017-4-0035,222,g,3,Dose group 2,M
T105017-4,T105017-4-0035,284,g,16,Dose group 2,M
T105017-4,T105017-4-0035,302,g,20,Dose group 2,M
T105017-4,T105017-4-0035,271,g,12,Dose group 2,M
T105017-4,T105017-4-0035,315,g,27,Dose group 2,M
T105017-4,T105017-4-0035,299,g,21,Dose group 2,M
T105017-4,T105017-4-0035,246,g,8,Dose group 2,M
T105017-4,T105017-4-0035,318,g,28,Dose group 2,M
T105017-4,T105017-4-0035,289,g,17,Dose group 2,M
T105017-4,T105017-4-0035,288,g,22,Dose group 2,M
T105017-4,T105017-4-0035,327,g,29,Dose group 2,M
T105017-4,T105017-4-0035,224,g,4,Dose group 2,M
T105017-4,T105017-4-0035,274,g,13,Dose group 2,M
T105017-4,T105017-4-0035,166,g,-6,Dose group 2,M
T105017-4,T105017-4-0035,253,g,9,Dose group 2,M
T105017-4,T105017-4-0035,298,g,18,Dose group 2,M
T105017-4,T105017-4-0035,305,g,23,Dose group 2,M
T105017-4,T105017-4-0035,229,g,5,Dose group 2,M
T105017-4,T105017-4-0035,282,g,14,Dose group 2,M
T105017-4,T105017-4-0035,312,g,24,Dose group 2,M
T105017-4,T105017-4-0035,208,g,1,Dose group 2,M
T105017-4,T105017-4-0035,258,g,10,Dose group 2,M
T105017-4,T105017-4-0035,301,g,19,Dose group 2,M
T105017-4,T105017-4-0035,307,g,25,Dose group 2,M
T105017-4,T105017-4-0035,238,g,6,Dose group 2,M
T105017-4,T105017-4-0035,286,g,15,Dose group 2,M
T105017-4,T105017-4-0035,212,g,2,Dose group 2,M
T105017-4,T105017-4-0035,312,g,26,Dose group 2,M
T105017-4,T105017-4-0035,268,g,11,Dose group 2,M
T105017-4,T105017-4-0035,245,g,7,Dose group 2,M
T105017-4,T105017-4-0063,183,g,12,Control,F
T105017-4,T105017-4-0063,211,g,27,Control,F
T105017-4,T105017-4-0063,204,g,21,Control,F
T105017-4,T105017-4-0063,182,g,3,Control,F
T105017-4,T105017-4-0063,176,g,8,Control,F
T105017-4,T105017-4-0063,197,g,17,Control,F
T105017-4,T105017-4-0063,200,g,28,Control,F
T105017-4,T105017-4-0063,171,g,4,Control,F
T105017-4,T105017-4-0063,204,g,22,Control,F
T105017-4,T105017-4-0063,193,g,13,Control,F
T105017-4,T105017-4-0063,186,g,9,Control,F
T105017-4,T105017-4-0063,202,g,18,Control,F
T105017-4,T105017-4-0063,211,g,29,Control,F
T105017-4,T105017-4-0063,201,g,23,Control,F
T105017-4,T105017-4-0063,179,g,5,Control,F
T105017-4,T105017-4-0063,195,g,14,Control,F
T105017-4,T105017-4-0063,162,g,-6,Control,F
T105017-4,T105017-4-0063,201,g,24,Control,F
T105017-4,T105017-4-0063,173,g,1,Control,F
T105017-4,T105017-4-0063,190,g,10,Control,F
T105017-4,T105017-4-0063,202,g,19,Control,F
T105017-4,T105017-4-0063,208,g,25,Control,F
T105017-4,T105017-4-0063,182,g,6,Control,F
T105017-4,T105017-4-0063,198,g,15,Control,F
T105017-4,T105017-4-0063,173,g,2,Control,F
T105017-4,T105017-4-0063,189,g,11,Control,F
T105017-4,T105017-4-0063,208,g,26,Control,F
T105017-4,T105017-4-0063,195,g,20,Control,F
T105017-4,T105017-4-0063,183,g,7,Control,F
T105017-4,T105017-4-0063,188,g,16,Control,F
T105017-4,T105017-4-0078,195,g,27,Dose group 1,F
T105017-4,T105017-4-0078,176,g,12,Dose group 1,F
T105017-4,T105017-4-0078,171,g,3,Dose group 1,F
T105017-4,T105017-4-0078,196,g,21,Dose group 1,F
T105017-4,T105017-4-0078,170,g,8,Dose group 1,F
T105017-4,T105017-4-0078,190,g,17,Dose group 1,F
T105017-4,T105017-4-0078,195,g,28,Dose group 1,F
T105017-4,T105017-4-0078,161,g,4,Dose group 1,F
T105017-4,T105017-4-0078,196,g,22,Dose group 1,F
T105017-4,T105017-4-0078,183,g,13,Dose group 1,F
T105017-4,T105017-4-0078,202,g,29,Dose group 1,F
T105017-4,T105017-4-0078,156,g,-6,Dose group 1,F
T105017-4,T105017-4-0078,182,g,9,Dose group 1,F
T105017-4,T105017-4-0078,194,g,18,Dose group 1,F
T105017-4,T105017-4-0078,191,g,23,Dose group 1,F
T105017-4,T105017-4-0078,201,g,30,Dose group 1,F
T105017-4,T105017-4-0078,175,g,5,Dose group 1,F
T105017-4,T105017-4-0078,188,g,14,Dose group 1,F
T105017-4,T105017-4-0078,184,g,24,Dose group 1,F
T105017-4,T105017-4-0078,171,g,1,Dose group 1,F
T105017-4,T105017-4-0078,184,g,10,Dose group 1,F
T105017-4,T105017-4-0078,192,g,19,Dose group 1,F
T105017-4,T105017-4-0078,201,g,25,Dose group 1,F
T105017-4,T105017-4-0078,178,g,6,Dose group 1,F
T105017-4,T105017-4-0078,187,g,15,Dose group 1,F
T105017-4,T105017-4-0078,171,g,2,Dose group 1,F
T105017-4,T105017-4-0078,184,g,11,Dose group 1,F
T105017-4,T105017-4-0078,200,g,26,Dose group 1,F
T105017-4,T105017-4-0078,186,g,20,Dose group 1,F
T105017-4,T105017-4-0078,177,g,7,Dose group 1,F
T105017-4,T105017-4-0078,178,g,16,Dose group 1,F
T105017-4,T105017-4-0030,253,g,16,Dose group 2,M
T105017-4,T105017-4-0030,247,g,12,Dose group 2,M
T105017-4,T105017-4-0030,260,g,27,Dose group 2,M
T105017-4,T105017-4-0030,222,g,3,Dose group 2,M
T105017-4,T105017-4-0030,257,g,21,Dose group 2,M
T105017-4,T105017-4-0030,235,g,8,Dose group 2,M
T105017-4,T105017-4-0030,255,g,17,Dose group 2,M
T105017-4,T105017-4-0030,264,g,28,Dose group 2,M
T105017-4,T105017-4-0030,253,g,22,Dose group 2,M
T105017-4,T105017-4-0030,268,g,29,Dose group 2,M
T105017-4,T105017-4-0030,171,g,-6,Dose group 2,M
T105017-4,T105017-4-0030,222,g,4,Dose group 2,M
T105017-4,T105017-4-0030,247,g,13,Dose group 2,M
T105017-4,T105017-4-0030,238,g,9,Dose group 2,M
T105017-4,T105017-4-0030,258,g,23,Dose group 2,M
T105017-4,T105017-4-0030,258,g,18,Dose group 2,M
T105017-4,T105017-4-0030,227,g,5,Dose group 2,M
T105017-4,T105017-4-0030,253,g,14,Dose group 2,M
T105017-4,T105017-4-0030,259,g,24,Dose group 2,M
T105017-4,T105017-4-0030,213,g,1,Dose group 2,M
T105017-4,T105017-4-0030,243,g,10,Dose group 2,M
T105017-4,T105017-4-0030,258,g,19,Dose group 2,M
T105017-4,T105017-4-0030,260,g,25,Dose group 2,M
T105017-4,T105017-4-0030,231,g,6,Dose group 2,M
T105017-4,T105017-4-0030,251,g,15,Dose group 2,M
T105017-4,T105017-4-0030,212,g,2,Dose group 2,M
T105017-4,T105017-4-0030,263,g,26,Dose group 2,M
T105017-4,T105017-4-0030,248,g,11,Dose group 2,M
T105017-4,T105017-4-0030,257,g,20,Dose group 2,M
T105017-4,T105017-4-0030,234,g,7,Dose group 2,M
T105017-4,T105017-4-0094,178,g,7,Dose group 2,F
T105017-4,T105017-4-0094,190,g,16,Dose group 2,F
T105017-4,T105017-4-0094,200,g,20,Dose group 2,F
T105017-4,T105017-4-0094,208,g,27,Dose group 2,F
T105017-4,T105017-4-0094,179,g,3,Dose group 2,F
T105017-4,T105017-4-0094,189,g,12,Dose group 2,F
T105017-4,T105017-4-0094,199,g,21,Dose group 2,F
T105017-4,T105017-4-0094,181,g,8,Dose group 2,F
T105017-4,T105017-4-0094,205,g,28,Dose group 2,F
T105017-4,T105017-4-0094,189,g,17,Dose group 2,F
T105017-4,T105017-4-0094,201,g,22,Dose group 2,F
T105017-4,T105017-4-0094,173,g,4,Dose group 2,F
T105017-4,T105017-4-0094,179,g,13,Dose group 2,F
T105017-4,T105017-4-0094,209,g,29,Dose group 2,F
T105017-4,T105017-4-0094,167,g,-6,Dose group 2,F
T105017-4,T105017-4-0094,175,g,9,Dose group 2,F
T105017-4,T105017-4-0094,196,g,18,Dose group 2,F
T105017-4,T105017-4-0094,194,g,23,Dose group 2,F
T105017-4,T105017-4-0094,215,g,30,Dose group 2,F
T105017-4,T105017-4-0094,173,g,5,Dose group 2,F
T105017-4,T105017-4-0094,187,g,14,Dose group 2,F
T105017-4,T105017-4-0094,198,g,24,Dose group 2,F
T105017-4,T105017-4-0094,168,g,1,Dose group 2,F
T105017-4,T105017-4-0094,185,g,10,Dose group 2,F
T105017-4,T105017-4-0094,201,g,19,Dose group 2,F
T105017-4,T105017-4-0094,201,g,25,Dose group 2,F
T105017-4,T105017-4-0094,177,g,6,Dose group 2,F
T105017-4,T105017-4-0094,194,g,15,Dose group 2,F
T105017-4,T105017-4-0094,174,g,2,Dose group 2,F
T105017-4,T105017-4-0094,185,g,11,Dose group 2,F
T105017-4,T105017-4-0094,203,g,26,Dose group 2,F
T105017-4,T105017-4-0110,206,g,20,Dose group 3,F
T105017-4,T105017-4-0110,190,g,7,Dose group 3,F
T105017-4,T105017-4-0110,203,g,16,Dose group 3,F
T105017-4,T105017-4-0110,212,g,27,Dose group 3,F
T105017-4,T105017-4-0110,206,g,21,Dose group 3,F
T105017-4,T105017-4-0110,189,g,3,Dose group 3,F
T105017-4,T105017-4-0110,194,g,12,Dose group 3,F
T105017-4,T105017-4-0110,201,g,17,Dose group 3,F
T105017-4,T105017-4-0110,212,g,28,Dose group 3,F
T105017-4,T105017-4-0110,193,g,8,Dose group 3,F
T105017-4,T105017-4-0110,207,g,22,Dose group 3,F
T105017-4,T105017-4-0110,183,g,4,Dose group 3,F
T105017-4,T105017-4-0110,218,g,29,Dose group 3,F
T105017-4,T105017-4-0110,198,g,13,Dose group 3,F
T105017-4,T105017-4-0110,201,g,23,Dose group 3,F
T105017-4,T105017-4-0110,217,g,30,Dose group 3,F
T105017-4,T105017-4-0110,177,g,-6,Dose group 3,F
T105017-4,T105017-4-0110,188,g,9,Dose group 3,F
T105017-4,T105017-4-0110,207,g,18,Dose group 3,F
T105017-4,T105017-4-0110,204,g,24,Dose group 3,F
T105017-4,T105017-4-0110,184,g,5,Dose group 3,F
T105017-4,T105017-4-0110,203,g,14,Dose group 3,F
T105017-4,T105017-4-0110,184,g,1,Dose group 3,F
T105017-4,T105017-4-0110,194,g,10,Dose group 3,F
T105017-4,T105017-4-0110,206,g,19,Dose group 3,F
T105017-4,T105017-4-0110,208,g,25,Dose group 3,F
T105017-4,T105017-4-0110,189,g,6,Dose group 3,F
T105017-4,T105017-4-0110,184,g,2,Dose group 3,F
T105017-4,T105017-4-0110,203,g,15,Dose group 3,F
T105017-4,T105017-4-0110,209,g,26,Dose group 3,F
T105017-4,T105017-4-0110,190,g,11,Dose group 3,F
T105017-4,T105017-4-0115,166,g,3,Dose group 3,F
T105017-4,T105017-4-0115,165,g,7,Dose group 3,F
T105017-4,T105017-4-0115,177,g,16,Dose group 3,F
T105017-4,T105017-4-0115,178,g,20,Dose group 3,F
T105017-4,T105017-4-0115,183,g,27,Dose group 3,F
T105017-4,T105017-4-0115,170,g,12,Dose group 3,F
T105017-4,T105017-4-0115,186,g,21,Dose group 3,F
T105017-4,T105017-4-0115,183,g,17,Dose group 3,F
T105017-4,T105017-4-0115,184,g,28,Dose group 3,F
T105017-4,T105017-4-0115,167,g,8,Dose group 3,F
T105017-4,T105017-4-0115,177,g,22,Dose group 3,F
T105017-4,T105017-4-0115,159,g,4,Dose group 3,F
T105017-4,T105017-4-0115,191,g,29,Dose group 3,F
T105017-4,T105017-4-0115,172,g,13,Dose group 3,F
T105017-4,T105017-4-0115,173,g,23,Dose group 3,F
T105017-4,T105017-4-0115,184,g,30,Dose group 3,F
T105017-4,T105017-4-0115,159,g,-6,Dose group 3,F
T105017-4,T105017-4-0115,170,g,9,Dose group 3,F
T105017-4,T105017-4-0115,178,g,18,Dose group 3,F
T105017-4,T105017-4-0115,178,g,24,Dose group 3,F
T105017-4,T105017-4-0115,168,g,5,Dose group 3,F
T105017-4,T105017-4-0115,174,g,14,Dose group 3,F
T105017-4,T105017-4-0115,168,g,1,Dose group 3,F
T105017-4,T105017-4-0115,169,g,10,Dose group 3,F
T105017-4,T105017-4-0115,180,g,19,Dose group 3,F
T105017-4,T105017-4-0115,181,g,25,Dose group 3,F
T105017-4,T105017-4-0115,163,g,2,Dose group 3,F
T105017-4,T105017-4-0115,166,g,6,Dose group 3,F
T105017-4,T105017-4-0115,180,g,15,Dose group 3,F
T105017-4,T105017-4-0115,184,g,26,Dose group 3,F
T105017-4,T105017-4-0115,173,g,11,Dose group 3,F
T105017-4,T105017-4-0075,223,g,27,Dose group 1,F
T105017-4,T105017-4-0075,196,g,12,Dose group 1,F
